: mse-abbreviations
lc;liquid crystal;sem;scanning electron microscopy
PVP;polyvinylpyrrolidone;PVDC;poly(vinylidene chloride)
polyvinylpyrrolidone;PVP;polyethylene terephthalate;PET
PVP;polyvinylpyrrolidone;PET;polyethylene terephthalate
polyvinylpyrrolidone;PVP;poly(ethylene terephthalate);PET
PVP;polyvinylpyrrolidone;PET;poly(ethylene terephthalate)
polyvinylpyrrolidone;PVP;polyphenylene sulfide;PPS
PVP;polyvinylpyrrolidone;PPS;polyphenylene sulfide
polyvinylpyrrolidone;PVP;poly(phenylene sulfide);PPS
PVP;polyvinylpyrrolidone;PPS;poly(phenylene sulfide)
polyvinylpyrrolidone;PVP;polyethylene naphthalate;PEN
PVP;polyvinylpyrrolidone;PEN;polyethylene naphthalate
polyvinylpyrrolidone;PVP;poly(ethylene naphthalate);PEN
PVP;polyvinylpyrrolidone;PEN;poly(ethylene naphthalate)
polyvinylpyrrolidone;PVP;polynorbornene;PNB
PVP;polyvinylpyrrolidone;PNB;polynorbornene
polyvinylpyrrolidone;PVP;poly(trimethylene terephthalate);PTT
PVP;polyvinylpyrrolidone;PTT;poly(trimethylene terephthalate)
polyvinylpyrrolidone;PVP;poly(lactic acid);PLA
PVP;polyvinylpyrrolidone;PLA;poly(lactic acid)
polyvinylpyrrolidone;PVP;polyamide 6;PA6
PVP;polyvinylpyrrolidone;PA6;polyamide 6
polyvinylpyrrolidone;PVP;bisphenol A;BPA
PVP;polyvinylpyrrolidone;BPA;bisphenol A
polyvinylpyrrolidone;PVP;poly(ether imide);PEI
PVP;polyvinylpyrrolidone;PEI;poly(ether imide)
polyvinylpyrrolidone;PVP;poly(ethyleneimine);PEI
PVP;polyvinylpyrrolidone;PEI;poly(ethyleneimine)
polyvinylpyrrolidone;PVP;poly(4-methyl-1-pentene);PMP
PVP;polyvinylpyrrolidone;PMP;poly(4-methyl-1-pentene)
polyvinylpyrrolidone;PVP;polymethylsilane;PMS
PVP;polyvinylpyrrolidone;PMS;polymethylsilane
polyvinylpyrrolidone;PVP;polychlorotrifluoroethylene;PCTFE
PVP;polyvinylpyrrolidone;PCTFE;polychlorotrifluoroethylene
polyvinylpyrrolidone;PVP;polyethylene oxide;PEO
PVP;polyvinylpyrrolidone;PEO;polyethylene oxide
polyvinylpyrrolidone;PVP;poly(2,6‐dimethyl‐1,4‐phenylene ether);PPE
PVP;polyvinylpyrrolidone;PPE;poly(2,6‐dimethyl‐1,4‐phenylene ether)
polyvinylpyrrolidone;PVP;poly(ether sulfone);PES
PVP;polyvinylpyrrolidone;PES;poly(ether sulfone)
polyvinylpyrrolidone;PVP;poly(vinyl butyral);PVB
PVP;polyvinylpyrrolidone;PVB;poly(vinyl butyral)
polyvinylpyrrolidone;PVP;poly(2-methacryloyloxyethyl phosphorylcholine);PMPC
PVP;polyvinylpyrrolidone;PMPC;poly(2-methacryloyloxyethyl phosphorylcholine)
poly(vinylpyrrolidone);PVP;poly(vinyl fluoride);PVF
PVP;poly(vinylpyrrolidone);PVF;poly(vinyl fluoride)
poly(vinylpyrrolidone);PVP;polyvinylidene fluoride;PVDF
PVP;poly(vinylpyrrolidone);PVDF;polyvinylidene fluoride
poly(vinylpyrrolidone);PVP;polyvinylidene chloride;PVDC
PVP;poly(vinylpyrrolidone);PVDC;polyvinylidene chloride
poly(vinylpyrrolidone);PVP;poly(vinylidene fluoride);PVDF
PVP;poly(vinylpyrrolidone);PVDF;poly(vinylidene fluoride)
poly(vinylpyrrolidone);PVP;poly(vinylidene chloride);PVDC
PVP;poly(vinylpyrrolidone);PVDC;poly(vinylidene chloride)
poly(vinylpyrrolidone);PVP;polyethylene terephthalate;PET
PVP;poly(vinylpyrrolidone);PET;polyethylene terephthalate
poly(vinylpyrrolidone);PVP;poly(ethylene terephthalate);PET
PVP;poly(vinylpyrrolidone);PET;poly(ethylene terephthalate)
poly(vinylpyrrolidone);PVP;polyphenylene sulfide;PPS
PVP;poly(vinylpyrrolidone);PPS;polyphenylene sulfide
poly(vinylpyrrolidone);PVP;poly(phenylene sulfide);PPS
PVP;poly(vinylpyrrolidone);PPS;poly(phenylene sulfide)
poly(vinylpyrrolidone);PVP;polyethylene naphthalate;PEN
PVP;poly(vinylpyrrolidone);PEN;polyethylene naphthalate
poly(vinylpyrrolidone);PVP;poly(ethylene naphthalate);PEN
PVP;poly(vinylpyrrolidone);PEN;poly(ethylene naphthalate)
poly(vinylpyrrolidone);PVP;polynorbornene;PNB
PVP;poly(vinylpyrrolidone);PNB;polynorbornene
poly(vinylpyrrolidone);PVP;poly(trimethylene terephthalate);PTT
PVP;poly(vinylpyrrolidone);PTT;poly(trimethylene terephthalate)
poly(vinylpyrrolidone);PVP;poly(lactic acid);PLA
PVP;poly(vinylpyrrolidone);PLA;poly(lactic acid)
poly(vinylpyrrolidone);PVP;polyamide 6;PA6
PVP;poly(vinylpyrrolidone);PA6;polyamide 6
poly(vinylpyrrolidone);PVP;bisphenol A;BPA
PVP;poly(vinylpyrrolidone);BPA;bisphenol A
poly(vinylpyrrolidone);PVP;poly(ether imide);PEI
PVP;poly(vinylpyrrolidone);PEI;poly(ether imide)
poly(vinylpyrrolidone);PVP;poly(ethyleneimine);PEI
PVP;poly(vinylpyrrolidone);PEI;poly(ethyleneimine)
poly(vinylpyrrolidone);PVP;poly(4-methyl-1-pentene);PMP
PVP;poly(vinylpyrrolidone);PMP;poly(4-methyl-1-pentene)
poly(vinylpyrrolidone);PVP;polymethylsilane;PMS
PVP;poly(vinylpyrrolidone);PMS;polymethylsilane
poly(vinylpyrrolidone);PVP;polychlorotrifluoroethylene;PCTFE
PVP;poly(vinylpyrrolidone);PCTFE;polychlorotrifluoroethylene
poly(vinylpyrrolidone);PVP;polyethylene oxide;PEO
PVP;poly(vinylpyrrolidone);PEO;polyethylene oxide
poly(vinylpyrrolidone);PVP;poly(2,6‐dimethyl‐1,4‐phenylene ether);PPE
PVP;poly(vinylpyrrolidone);PPE;poly(2,6‐dimethyl‐1,4‐phenylene ether)
poly(vinylpyrrolidone);PVP;poly(ether sulfone);PES
PVP;poly(vinylpyrrolidone);PES;poly(ether sulfone)
poly(vinylpyrrolidone);PVP;poly(vinyl butyral);PVB
PVP;poly(vinylpyrrolidone);PVB;poly(vinyl butyral)
poly(vinylpyrrolidone);PVP;poly(2-methacryloyloxyethyl phosphorylcholine);PMPC
PVP;poly(vinylpyrrolidone);PMPC;poly(2-methacryloyloxyethyl phosphorylcholine)
poly(vinyl fluoride);PVF;polyvinylidene fluoride;PVDF
PVF;poly(vinyl fluoride);PVDF;polyvinylidene fluoride
poly(vinyl fluoride);PVF;polyvinylidene chloride;PVDC
PVF;poly(vinyl fluoride);PVDC;polyvinylidene chloride
poly(vinyl fluoride);PVF;poly(vinylidene fluoride);PVDF
PVF;poly(vinyl fluoride);PVDF;poly(vinylidene fluoride)
poly(vinyl fluoride);PVF;poly(vinylidene chloride);PVDC
PVF;poly(vinyl fluoride);PVDC;poly(vinylidene chloride)
poly(vinyl fluoride);PVF;polyethylene terephthalate;PET
PVF;poly(vinyl fluoride);PET;polyethylene terephthalate
poly(vinyl fluoride);PVF;poly(ethylene terephthalate);PET
PVF;poly(vinyl fluoride);PET;poly(ethylene terephthalate)
poly(vinyl fluoride);PVF;polyphenylene sulfide;PPS
PVF;poly(vinyl fluoride);PPS;polyphenylene sulfide
poly(vinyl fluoride);PVF;poly(phenylene sulfide);PPS
PVF;poly(vinyl fluoride);PPS;poly(phenylene sulfide)
poly(vinyl fluoride);PVF;polyethylene naphthalate;PEN
PVF;poly(vinyl fluoride);PEN;polyethylene naphthalate
poly(vinyl fluoride);PVF;poly(ethylene naphthalate);PEN
PVF;poly(vinyl fluoride);PEN;poly(ethylene naphthalate)
poly(vinyl fluoride);PVF;polynorbornene;PNB
PVF;poly(vinyl fluoride);PNB;polynorbornene
poly(vinyl fluoride);PVF;poly(trimethylene terephthalate);PTT
PVF;poly(vinyl fluoride);PTT;poly(trimethylene terephthalate)
poly(vinyl fluoride);PVF;poly(lactic acid);PLA
PVF;poly(vinyl fluoride);PLA;poly(lactic acid)
poly(vinyl fluoride);PVF;polyamide 6;PA6
PVF;poly(vinyl fluoride);PA6;polyamide 6
poly(vinyl fluoride);PVF;bisphenol A;BPA
PVF;poly(vinyl fluoride);BPA;bisphenol A
poly(vinyl fluoride);PVF;poly(ether imide);PEI
PVF;poly(vinyl fluoride);PEI;poly(ether imide)
poly(vinyl fluoride);PVF;poly(ethyleneimine);PEI
PVF;poly(vinyl fluoride);PEI;poly(ethyleneimine)
poly(vinyl fluoride);PVF;poly(4-methyl-1-pentene);PMP
PVF;poly(vinyl fluoride);PMP;poly(4-methyl-1-pentene)
poly(vinyl fluoride);PVF;polymethylsilane;PMS
PVF;poly(vinyl fluoride);PMS;polymethylsilane
poly(vinyl fluoride);PVF;polychlorotrifluoroethylene;PCTFE
PVF;poly(vinyl fluoride);PCTFE;polychlorotrifluoroethylene
poly(vinyl fluoride);PVF;polyethylene oxide;PEO
PVF;poly(vinyl fluoride);PEO;polyethylene oxide
poly(vinyl fluoride);PVF;poly(2,6‐dimethyl‐1,4‐phenylene ether);PPE
PVF;poly(vinyl fluoride);PPE;poly(2,6‐dimethyl‐1,4‐phenylene ether)
poly(vinyl fluoride);PVF;poly(ether sulfone);PES
PVF;poly(vinyl fluoride);PES;poly(ether sulfone)
poly(vinyl fluoride);PVF;poly(vinyl butyral);PVB
PVF;poly(vinyl fluoride);PVB;poly(vinyl butyral)
poly(vinyl fluoride);PVF;poly(2-methacryloyloxyethyl phosphorylcholine);PMPC
PVF;poly(vinyl fluoride);PMPC;poly(2-methacryloyloxyethyl phosphorylcholine)
polyvinylidene fluoride;PVDF;polyvinylidene chloride;PVDC
PVDF;polyvinylidene fluoride;PVDC;polyvinylidene chloride
polyvinylidene fluoride;PVDF;poly(vinylidene fluoride);PVDF
PVDF;polyvinylidene fluoride;PVDF;poly(vinylidene fluoride)
polyvinylidene fluoride;PVDF;poly(vinylidene chloride);PVDC
PVDF;polyvinylidene fluoride;PVDC;poly(vinylidene chloride)
polyvinylidene fluoride;PVDF;polyethylene terephthalate;PET
PVDF;polyvinylidene fluoride;PET;polyethylene terephthalate
polyvinylidene fluoride;PVDF;poly(ethylene terephthalate);PET
PVDF;polyvinylidene fluoride;PET;poly(ethylene terephthalate)
polyvinylidene fluoride;PVDF;polyphenylene sulfide;PPS
PVDF;polyvinylidene fluoride;PPS;polyphenylene sulfide
polyvinylidene fluoride;PVDF;poly(phenylene sulfide);PPS
PVDF;polyvinylidene fluoride;PPS;poly(phenylene sulfide)
polyvinylidene fluoride;PVDF;polyethylene naphthalate;PEN
PVDF;polyvinylidene fluoride;PEN;polyethylene naphthalate
polyvinylidene fluoride;PVDF;poly(ethylene naphthalate);PEN
PVDF;polyvinylidene fluoride;PEN;poly(ethylene naphthalate)
polyvinylidene fluoride;PVDF;polynorbornene;PNB
PVDF;polyvinylidene fluoride;PNB;polynorbornene
polyvinylidene fluoride;PVDF;poly(trimethylene terephthalate);PTT
PVDF;polyvinylidene fluoride;PTT;poly(trimethylene terephthalate)
polyvinylidene fluoride;PVDF;poly(lactic acid);PLA
PVDF;polyvinylidene fluoride;PLA;poly(lactic acid)
polyvinylidene fluoride;PVDF;polyamide 6;PA6
PVDF;polyvinylidene fluoride;PA6;polyamide 6
polyvinylidene fluoride;PVDF;bisphenol A;BPA
PVDF;polyvinylidene fluoride;BPA;bisphenol A
polyvinylidene fluoride;PVDF;poly(ether imide);PEI
PVDF;polyvinylidene fluoride;PEI;poly(ether imide)
polyvinylidene fluoride;PVDF;poly(ethyleneimine);PEI
PVDF;polyvinylidene fluoride;PEI;poly(ethyleneimine)
polyvinylidene fluoride;PVDF;poly(4-methyl-1-pentene);PMP
PVDF;polyvinylidene fluoride;PMP;poly(4-methyl-1-pentene)
polyvinylidene fluoride;PVDF;polymethylsilane;PMS
PVDF;polyvinylidene fluoride;PMS;polymethylsilane
polyvinylidene fluoride;PVDF;polychlorotrifluoroethylene;PCTFE
PVDF;polyvinylidene fluoride;PCTFE;polychlorotrifluoroethylene
polyvinylidene fluoride;PVDF;polyethylene oxide;PEO
PVDF;polyvinylidene fluoride;PEO;polyethylene oxide
polyvinylidene fluoride;PVDF;poly(2,6‐dimethyl‐1,4‐phenylene ether);PPE
PVDF;polyvinylidene fluoride;PPE;poly(2,6‐dimethyl‐1,4‐phenylene ether)
polyvinylidene fluoride;PVDF;poly(ether sulfone);PES
PVDF;polyvinylidene fluoride;PES;poly(ether sulfone)
polyvinylidene fluoride;PVDF;poly(vinyl butyral);PVB
PVDF;polyvinylidene fluoride;PVB;poly(vinyl butyral)
polyvinylidene fluoride;PVDF;poly(2-methacryloyloxyethyl phosphorylcholine);PMPC
PVDF;polyvinylidene fluoride;PMPC;poly(2-methacryloyloxyethyl phosphorylcholine)
polyvinylidene chloride;PVDC;poly(vinylidene fluoride);PVDF
PVDC;polyvinylidene chloride;PVDF;poly(vinylidene fluoride)
polyvinylidene chloride;PVDC;poly(vinylidene chloride);PVDC
PVDC;polyvinylidene chloride;PVDC;poly(vinylidene chloride)
polyvinylidene chloride;PVDC;polyethylene terephthalate;PET
PVDC;polyvinylidene chloride;PET;polyethylene terephthalate
polyvinylidene chloride;PVDC;poly(ethylene terephthalate);PET
PVDC;polyvinylidene chloride;PET;poly(ethylene terephthalate)
polyvinylidene chloride;PVDC;polyphenylene sulfide;PPS
PVDC;polyvinylidene chloride;PPS;polyphenylene sulfide
polyvinylidene chloride;PVDC;poly(phenylene sulfide);PPS
PVDC;polyvinylidene chloride;PPS;poly(phenylene sulfide)
polyvinylidene chloride;PVDC;polyethylene naphthalate;PEN
PVDC;polyvinylidene chloride;PEN;polyethylene naphthalate
polyvinylidene chloride;PVDC;poly(ethylene naphthalate);PEN
PVDC;polyvinylidene chloride;PEN;poly(ethylene naphthalate)
polyvinylidene chloride;PVDC;polynorbornene;PNB
PVDC;polyvinylidene chloride;PNB;polynorbornene
polyvinylidene chloride;PVDC;poly(trimethylene terephthalate);PTT
PVDC;polyvinylidene chloride;PTT;poly(trimethylene terephthalate)
polyvinylidene chloride;PVDC;poly(lactic acid);PLA
PVDC;polyvinylidene chloride;PLA;poly(lactic acid)
polyvinylidene chloride;PVDC;polyamide 6;PA6
PVDC;polyvinylidene chloride;PA6;polyamide 6
polyvinylidene chloride;PVDC;bisphenol A;BPA
PVDC;polyvinylidene chloride;BPA;bisphenol A
polyvinylidene chloride;PVDC;poly(ether imide);PEI
PVDC;polyvinylidene chloride;PEI;poly(ether imide)
polyvinylidene chloride;PVDC;poly(ethyleneimine);PEI
PVDC;polyvinylidene chloride;PEI;poly(ethyleneimine)
polyvinylidene chloride;PVDC;poly(4-methyl-1-pentene);PMP
PVDC;polyvinylidene chloride;PMP;poly(4-methyl-1-pentene)
polyvinylidene chloride;PVDC;polymethylsilane;PMS
PVDC;polyvinylidene chloride;PMS;polymethylsilane
polyvinylidene chloride;PVDC;polychlorotrifluoroethylene;PCTFE
PVDC;polyvinylidene chloride;PCTFE;polychlorotrifluoroethylene
polyvinylidene chloride;PVDC;polyethylene oxide;PEO
PVDC;polyvinylidene chloride;PEO;polyethylene oxide
polyvinylidene chloride;PVDC;poly(2,6‐dimethyl‐1,4‐phenylene ether);PPE
PVDC;polyvinylidene chloride;PPE;poly(2,6‐dimethyl‐1,4‐phenylene ether)
polyvinylidene chloride;PVDC;poly(ether sulfone);PES
PVDC;polyvinylidene chloride;PES;poly(ether sulfone)
polyvinylidene chloride;PVDC;poly(vinyl butyral);PVB
PVDC;polyvinylidene chloride;PVB;poly(vinyl butyral)
polyvinylidene chloride;PVDC;poly(2-methacryloyloxyethyl phosphorylcholine);PMPC
PVDC;polyvinylidene chloride;PMPC;poly(2-methacryloyloxyethyl phosphorylcholine)
poly(vinylidene fluoride);PVDF;poly(vinylidene chloride);PVDC
PVDF;poly(vinylidene fluoride);PVDC;poly(vinylidene chloride)
poly(vinylidene fluoride);PVDF;polyethylene terephthalate;PET
PVDF;poly(vinylidene fluoride);PET;polyethylene terephthalate
poly(vinylidene fluoride);PVDF;poly(ethylene terephthalate);PET
PVDF;poly(vinylidene fluoride);PET;poly(ethylene terephthalate)
poly(vinylidene fluoride);PVDF;polyphenylene sulfide;PPS
PVDF;poly(vinylidene fluoride);PPS;polyphenylene sulfide
poly(vinylidene fluoride);PVDF;poly(phenylene sulfide);PPS
PVDF;poly(vinylidene fluoride);PPS;poly(phenylene sulfide)
poly(vinylidene fluoride);PVDF;polyethylene naphthalate;PEN
PVDF;poly(vinylidene fluoride);PEN;polyethylene naphthalate
poly(vinylidene fluoride);PVDF;poly(ethylene naphthalate);PEN
PVDF;poly(vinylidene fluoride);PEN;poly(ethylene naphthalate)
poly(vinylidene fluoride);PVDF;polynorbornene;PNB
PVDF;poly(vinylidene fluoride);PNB;polynorbornene
poly(vinylidene fluoride);PVDF;poly(trimethylene terephthalate);PTT
PVDF;poly(vinylidene fluoride);PTT;poly(trimethylene terephthalate)
poly(vinylidene fluoride);PVDF;poly(lactic acid);PLA
PVDF;poly(vinylidene fluoride);PLA;poly(lactic acid)
poly(vinylidene fluoride);PVDF;polyamide 6;PA6
PVDF;poly(vinylidene fluoride);PA6;polyamide 6
poly(vinylidene fluoride);PVDF;bisphenol A;BPA
PVDF;poly(vinylidene fluoride);BPA;bisphenol A
poly(vinylidene fluoride);PVDF;poly(ether imide);PEI
PVDF;poly(vinylidene fluoride);PEI;poly(ether imide)
poly(vinylidene fluoride);PVDF;poly(ethyleneimine);PEI
PVDF;poly(vinylidene fluoride);PEI;poly(ethyleneimine)
poly(vinylidene fluoride);PVDF;poly(4-methyl-1-pentene);PMP
PVDF;poly(vinylidene fluoride);PMP;poly(4-methyl-1-pentene)
poly(vinylidene fluoride);PVDF;polymethylsilane;PMS
PVDF;poly(vinylidene fluoride);PMS;polymethylsilane
poly(vinylidene fluoride);PVDF;polychlorotrifluoroethylene;PCTFE
PVDF;poly(vinylidene fluoride);PCTFE;polychlorotrifluoroethylene
poly(vinylidene fluoride);PVDF;polyethylene oxide;PEO
PVDF;poly(vinylidene fluoride);PEO;polyethylene oxide
poly(vinylidene fluoride);PVDF;poly(2,6‐dimethyl‐1,4‐phenylene ether);PPE
PVDF;poly(vinylidene fluoride);PPE;poly(2,6‐dimethyl‐1,4‐phenylene ether)
poly(vinylidene fluoride);PVDF;poly(ether sulfone);PES
PVDF;poly(vinylidene fluoride);PES;poly(ether sulfone)
poly(vinylidene fluoride);PVDF;poly(vinyl butyral);PVB
PVDF;poly(vinylidene fluoride);PVB;poly(vinyl butyral)
poly(vinylidene fluoride);PVDF;poly(2-methacryloyloxyethyl phosphorylcholine);PMPC
PVDF;poly(vinylidene fluoride);PMPC;poly(2-methacryloyloxyethyl phosphorylcholine)
poly(vinylidene chloride);PVDC;polyethylene terephthalate;PET
PVDC;poly(vinylidene chloride);PET;polyethylene terephthalate
poly(vinylidene chloride);PVDC;poly(ethylene terephthalate);PET
PVDC;poly(vinylidene chloride);PET;poly(ethylene terephthalate)
poly(vinylidene chloride);PVDC;polyphenylene sulfide;PPS
PVDC;poly(vinylidene chloride);PPS;polyphenylene sulfide
poly(vinylidene chloride);PVDC;poly(phenylene sulfide);PPS
PVDC;poly(vinylidene chloride);PPS;poly(phenylene sulfide)
poly(vinylidene chloride);PVDC;polyethylene naphthalate;PEN
PVDC;poly(vinylidene chloride);PEN;polyethylene naphthalate
poly(vinylidene chloride);PVDC;poly(ethylene naphthalate);PEN
PVDC;poly(vinylidene chloride);PEN;poly(ethylene naphthalate)
poly(vinylidene chloride);PVDC;polynorbornene;PNB
PVDC;poly(vinylidene chloride);PNB;polynorbornene
poly(vinylidene chloride);PVDC;poly(trimethylene terephthalate);PTT
PVDC;poly(vinylidene chloride);PTT;poly(trimethylene terephthalate)
poly(vinylidene chloride);PVDC;poly(lactic acid);PLA
PVDC;poly(vinylidene chloride);PLA;poly(lactic acid)
poly(vinylidene chloride);PVDC;polyamide 6;PA6
PVDC;poly(vinylidene chloride);PA6;polyamide 6
poly(vinylidene chloride);PVDC;bisphenol A;BPA
PVDC;poly(vinylidene chloride);BPA;bisphenol A
poly(vinylidene chloride);PVDC;poly(ether imide);PEI
PVDC;poly(vinylidene chloride);PEI;poly(ether imide)
poly(vinylidene chloride);PVDC;poly(ethyleneimine);PEI
PVDC;poly(vinylidene chloride);PEI;poly(ethyleneimine)
poly(vinylidene chloride);PVDC;poly(4-methyl-1-pentene);PMP
PVDC;poly(vinylidene chloride);PMP;poly(4-methyl-1-pentene)
poly(vinylidene chloride);PVDC;polymethylsilane;PMS
PVDC;poly(vinylidene chloride);PMS;polymethylsilane
poly(vinylidene chloride);PVDC;polychlorotrifluoroethylene;PCTFE
PVDC;poly(vinylidene chloride);PCTFE;polychlorotrifluoroethylene
poly(vinylidene chloride);PVDC;polyethylene oxide;PEO
PVDC;poly(vinylidene chloride);PEO;polyethylene oxide
poly(vinylidene chloride);PVDC;poly(2,6‐dimethyl‐1,4‐phenylene ether);PPE
PVDC;poly(vinylidene chloride);PPE;poly(2,6‐dimethyl‐1,4‐phenylene ether)
poly(vinylidene chloride);PVDC;poly(ether sulfone);PES
PVDC;poly(vinylidene chloride);PES;poly(ether sulfone)
poly(vinylidene chloride);PVDC;poly(vinyl butyral);PVB
PVDC;poly(vinylidene chloride);PVB;poly(vinyl butyral)
poly(vinylidene chloride);PVDC;poly(2-methacryloyloxyethyl phosphorylcholine);PMPC
PVDC;poly(vinylidene chloride);PMPC;poly(2-methacryloyloxyethyl phosphorylcholine)
polyethylene terephthalate;PET;poly(ethylene terephthalate);PET
PET;polyethylene terephthalate;PET;poly(ethylene terephthalate)
polyethylene terephthalate;PET;polyphenylene sulfide;PPS
PET;polyethylene terephthalate;PPS;polyphenylene sulfide
polyethylene terephthalate;PET;poly(phenylene sulfide);PPS
PET;polyethylene terephthalate;PPS;poly(phenylene sulfide)
polyethylene terephthalate;PET;polyethylene naphthalate;PEN
PET;polyethylene terephthalate;PEN;polyethylene naphthalate
polyethylene terephthalate;PET;poly(ethylene naphthalate);PEN
PET;polyethylene terephthalate;PEN;poly(ethylene naphthalate)
polyethylene terephthalate;PET;polynorbornene;PNB
PET;polyethylene terephthalate;PNB;polynorbornene
polyethylene terephthalate;PET;poly(trimethylene terephthalate);PTT
PET;polyethylene terephthalate;PTT;poly(trimethylene terephthalate)
polyethylene terephthalate;PET;poly(lactic acid);PLA
PET;polyethylene terephthalate;PLA;poly(lactic acid)
polyethylene terephthalate;PET;polyamide 6;PA6
PET;polyethylene terephthalate;PA6;polyamide 6
polyethylene terephthalate;PET;bisphenol A;BPA
PET;polyethylene terephthalate;BPA;bisphenol A
polyethylene terephthalate;PET;poly(ether imide);PEI
PET;polyethylene terephthalate;PEI;poly(ether imide)
polyethylene terephthalate;PET;poly(ethyleneimine);PEI
PET;polyethylene terephthalate;PEI;poly(ethyleneimine)
polyethylene terephthalate;PET;poly(4-methyl-1-pentene);PMP
PET;polyethylene terephthalate;PMP;poly(4-methyl-1-pentene)
polyethylene terephthalate;PET;polymethylsilane;PMS
PET;polyethylene terephthalate;PMS;polymethylsilane
polyethylene terephthalate;PET;polychlorotrifluoroethylene;PCTFE
PET;polyethylene terephthalate;PCTFE;polychlorotrifluoroethylene
polyethylene terephthalate;PET;polyethylene oxide;PEO
PET;polyethylene terephthalate;PEO;polyethylene oxide
polyethylene terephthalate;PET;poly(2,6‐dimethyl‐1,4‐phenylene ether);PPE
PET;polyethylene terephthalate;PPE;poly(2,6‐dimethyl‐1,4‐phenylene ether)
polyethylene terephthalate;PET;poly(ether sulfone);PES
PET;polyethylene terephthalate;PES;poly(ether sulfone)
polyethylene terephthalate;PET;poly(vinyl butyral);PVB
PET;polyethylene terephthalate;PVB;poly(vinyl butyral)
polyethylene terephthalate;PET;poly(2-methacryloyloxyethyl phosphorylcholine);PMPC
PET;polyethylene terephthalate;PMPC;poly(2-methacryloyloxyethyl phosphorylcholine)
poly(ethylene terephthalate);PET;polyphenylene sulfide;PPS
PET;poly(ethylene terephthalate);PPS;polyphenylene sulfide
poly(ethylene terephthalate);PET;poly(phenylene sulfide);PPS
PET;poly(ethylene terephthalate);PPS;poly(phenylene sulfide)
poly(ethylene terephthalate);PET;polyethylene naphthalate;PEN
PET;poly(ethylene terephthalate);PEN;polyethylene naphthalate
poly(ethylene terephthalate);PET;poly(ethylene naphthalate);PEN
PET;poly(ethylene terephthalate);PEN;poly(ethylene naphthalate)
poly(ethylene terephthalate);PET;polynorbornene;PNB
PET;poly(ethylene terephthalate);PNB;polynorbornene
poly(ethylene terephthalate);PET;poly(trimethylene terephthalate);PTT
PET;poly(ethylene terephthalate);PTT;poly(trimethylene terephthalate)
poly(ethylene terephthalate);PET;poly(lactic acid);PLA
PET;poly(ethylene terephthalate);PLA;poly(lactic acid)
poly(ethylene terephthalate);PET;polyamide 6;PA6
PET;poly(ethylene terephthalate);PA6;polyamide 6
poly(ethylene terephthalate);PET;bisphenol A;BPA
PET;poly(ethylene terephthalate);BPA;bisphenol A
poly(ethylene terephthalate);PET;poly(ether imide);PEI
PET;poly(ethylene terephthalate);PEI;poly(ether imide)
poly(ethylene terephthalate);PET;poly(ethyleneimine);PEI
PET;poly(ethylene terephthalate);PEI;poly(ethyleneimine)
poly(ethylene terephthalate);PET;poly(4-methyl-1-pentene);PMP
PET;poly(ethylene terephthalate);PMP;poly(4-methyl-1-pentene)
poly(ethylene terephthalate);PET;polymethylsilane;PMS
PET;poly(ethylene terephthalate);PMS;polymethylsilane
poly(ethylene terephthalate);PET;polychlorotrifluoroethylene;PCTFE
PET;poly(ethylene terephthalate);PCTFE;polychlorotrifluoroethylene
poly(ethylene terephthalate);PET;polyethylene oxide;PEO
PET;poly(ethylene terephthalate);PEO;polyethylene oxide
poly(ethylene terephthalate);PET;poly(2,6‐dimethyl‐1,4‐phenylene ether);PPE
PET;poly(ethylene terephthalate);PPE;poly(2,6‐dimethyl‐1,4‐phenylene ether)
poly(ethylene terephthalate);PET;poly(ether sulfone);PES
PET;poly(ethylene terephthalate);PES;poly(ether sulfone)
poly(ethylene terephthalate);PET;poly(vinyl butyral);PVB
PET;poly(ethylene terephthalate);PVB;poly(vinyl butyral)
poly(ethylene terephthalate);PET;poly(2-methacryloyloxyethyl phosphorylcholine);PMPC
PET;poly(ethylene terephthalate);PMPC;poly(2-methacryloyloxyethyl phosphorylcholine)
polyphenylene sulfide;PPS;poly(phenylene sulfide);PPS
PPS;polyphenylene sulfide;PPS;poly(phenylene sulfide)
polyphenylene sulfide;PPS;polyethylene naphthalate;PEN
PPS;polyphenylene sulfide;PEN;polyethylene naphthalate
polyphenylene sulfide;PPS;poly(ethylene naphthalate);PEN
PPS;polyphenylene sulfide;PEN;poly(ethylene naphthalate)
polyphenylene sulfide;PPS;polynorbornene;PNB
PPS;polyphenylene sulfide;PNB;polynorbornene
polyphenylene sulfide;PPS;poly(trimethylene terephthalate);PTT
PPS;polyphenylene sulfide;PTT;poly(trimethylene terephthalate)
polyphenylene sulfide;PPS;poly(lactic acid);PLA
PPS;polyphenylene sulfide;PLA;poly(lactic acid)
polyphenylene sulfide;PPS;polyamide 6;PA6
PPS;polyphenylene sulfide;PA6;polyamide 6
polyphenylene sulfide;PPS;bisphenol A;BPA
PPS;polyphenylene sulfide;BPA;bisphenol A
polyphenylene sulfide;PPS;poly(ether imide);PEI
PPS;polyphenylene sulfide;PEI;poly(ether imide)
polyphenylene sulfide;PPS;poly(ethyleneimine);PEI
PPS;polyphenylene sulfide;PEI;poly(ethyleneimine)
polyphenylene sulfide;PPS;poly(4-methyl-1-pentene);PMP
